species,location,time,description,sex,feather_color,time_parsed,year,month,hour,description_length,color_count
Herring Gull,Boston,25-06-2023 09:45,"A large gull with a gray-and-white plumage, a yellow bill, and a distinctive ""laughing"" call,Unknown,Gray, White, and Yellow",Unknown,"Gray, White, and Yellow",2023-06-25 09:45:00,2023,6,9,124,3
Australian Pelican,Sydney,02-07-2023 11:15,"A large waterbird with a white plumage, a long bill, and a distinctive throat pouch",Unknown,White,2023-07-02 11:15:00,2023,7,11,83,1
Red Knot,Seattle,26-06-2023 13:40,"A medium-sized sandpiper with a rusty plumage, a white underbody, and a long bill",Unknown,Rusty and White,2023-06-26 13:40:00,2023,6,13,81,2
Common Moorhen,London,03-07-2023 15:05,"A medium-sized waterbird with a black plumage, a red bill, and a distinctive white undertail",Male,"Black, Red, and White",2023-07-03 15:05:00,2023,7,15,92,3
Long-eared Owl,Denver,27-06-2023 16:30,"A medium-sized owl with a mottled brown plumage, long ear tufts, and a fierce glare",Unknown,Brown,2023-06-27 16:30:00,2023,6,16,83,1
Common Chaffinch,Edinburgh,04-07-2023 09:50,"A small finch with a colorful plumage, including blue, brown, and pink",Unknown,"Blue, Brown, and Pink",2023-07-04 09:50:00,2023,7,9,70,3
Bar-tailed Godwit,Anchorage,28-06-2023 11:15,"A medium-sized wading bird with a mottled brown plumage, a long, upturned bill, and distinctive barred tail feathers",Unknown,Brown and Barred,2023-06-28 11:15:00,2023,6,11,116,2
Red-bellied Woodpecker,Atlanta,05-07-2023 13:30,"A medium-sized woodpecker with a grayish-brown plumage, a red cap, and a distinctive ""churr"" call,Unknown,Grayish-brown and Red",Unknown,Grayish-brown and Red,2023-07-05 13:30:00,2023,7,13,127,2
African Grey Parrot,Kinshasa,29-06-2023 15:55,"A medium-sized parrot with a gray plumage, a distinctive red tail, and a talent for mimicry",Unknown,Gray and Red,2023-06-29 15:55:00,2023,6,15,91,2
Crested Caracara,Mexico City,06-07-2023 09:25,"A medium-sized bird of prey with a black-and-white plumage, a distinctive crest, and a hooked bill",Unknown,Black and White,2023-07-06 09:25:00,2023,7,9,98,2
Mallard,New York City,07-07-2023 12:40,"A medium-sized dabbling duck with a colorful plumage, including iridescent green, a white neck ring, and a distinctive quacking call",Unknown,"Green, White, and Colorful",2023-07-07 12:40:00,2023,7,12,132,3
Golden-crowned Kinglet,Seattle,08-07-2023 15:05,"A small bird with a greenish-gray plumage, a black-and-white head pattern, and a distinctive golden crown",Male,"Greenish-gray, Black, and Gold",2023-07-08 15:05:00,2023,7,15,105,3
Golden Eagle,Denver,01-07-2023 14:10,"A large bird of prey with a dark brown plumage, a golden nape, and a powerful beak",Unknown,Dark Brown and Golden,2023-07-01 14:10:00,2023,7,14,82,2
Red-tailed Hawk,Los Angeles,26-06-2023 11:20,"A large bird of prey with a brown plumage, a red tail, and a piercing scream",Unknown,Brown and Red,2023-06-26 11:20:00,2023,6,11,76,2
Cerulean Warbler,Chicago,04-07-2023 09:55,A small warbler with a blue plumage and a high-pitched song,Male,Blue,2023-07-04 09:55:00,2023,7,9,59,1
Mandarin Duck,London,23-06-2023 12:40,"A medium-sized duck with a colorful plumage, including orange, green, and blue",Male,"Orange, Green, and Blue",2023-06-23 12:40:00,2023,6,12,78,3
Blue Jay,New York City,01-07-2023 16:35,"A medium-sized songbird with a blue upper body, a white underbody, and a raucous call",Unknown,Blue and White,2023-07-01 16:35:00,2023,7,16,85,2
European Bee-eater,Athens,29-06-2023 14:20,"A colorful bird with a brown plumage, a yellow throat, and a long, curved bill",Unknown,Brown and Yellow,2023-06-29 14:20:00,2023,6,14,78,2
Rock Pigeon,Paris,06-07-2023 09:25,A medium-sized pigeon with a gray plumage and a distinctive iridescent neck patch,Unknown,Gray,2023-07-06 09:25:00,2023,7,9,81,1
Black-throated Green Warbler,"Washington,D.C.",24-06-2023 11:40,"A small warbler with a black throat, a yellow underbody, and a green back",Male,"Black, Yellow, and Green",2023-06-24 11:40:00,2023,6,11,73,3
Greater Flamingo,Mumbai,02-07-2023 13:30,"A large wading bird with a pink plumage, a long neck, and distinctive downward-curving bill",Unknown,Pink,2023-07-02 13:30:00,2023,7,13,91,1
Western Tanager,Seattle,25-06-2023 15:50,"A medium-sized bird with a bright red head, a yellow body, and black wings",Male,"Red, Yellow, and Black",2023-06-25 15:50:00,2023,6,15,74,3
Crested Tit,Edinburgh,03-07-2023 09:55,A small songbird with a black-and-white head pattern and a distinctive crest,Unknown,Black and White,2023-07-03 09:55:00,2023,7,9,76,2
Cinnamon Teal,Portland,26-06-2023 12:35,"A small dabbling duck with a cinnamon-brown plumage, a red eye, and a distinctive blue bill patch",Male,"Cinnamon-brown, Red, and Blue",2023-06-26 12:35:00,2023,6,12,97,3
Black-capped Chickadee,Boston,04-07-2023 14:10,"A small songbird with a black cap, a white underbody, and a distinctive ""chick-a-dee-dee-dee"" call,Unknown,Black and White",Unknown,Black and White,2023-07-04 14:10:00,2023,7,14,122,2
Eurasian Nuthatch,Amsterdam,27-06-2023 16:55,"A small songbird with a blue-gray upper body, a rusty-orange underbody, and a habit of climbing down trees headfirst",Unknown,Blue-gray and Rusty-orange,2023-06-27 16:55:00,2023,6,16,116,2
Barn Swallow,Cape Town,05-07-2023 09:45,"A medium-sized bird with a blue upper body, a rusty-red underbody, and a distinctive forked tail",Unknown,"Blue, Rusty-red, and Forked",2023-07-05 09:45:00,2023,7,9,96,3
Black-throated Sparrow,Tucson,23-06-2023 11:15,A small sparrow with a black-and-white head pattern and a gray underbody,Unknown,"Black, White, and Gray",2023-06-23 11:15:00,2023,6,11,72,3
Scarlet Macaw,Rio de Janeiro,01-07-2023 12:30,"A large parrot with a colorful plumage, including red, blue, and yellow",Unknown,"Red, Blue, and Yellow",2023-07-01 12:30:00,2023,7,12,71,3
Black-crowned Night Heron,Seattle,28-06-2023 14:35,"A medium-sized heron with a black plumage, a white underbody, and red eyes",Unknown,"Black, White, and Red",2023-06-28 14:35:00,2023,6,14,74,3
Rufous Hummingbird,Victoria,06-07-2023 09:50,A small hummingbird with a reddish-brown plumage and a metallic sheen,Male,Reddish-brown and Metallic,2023-07-06 09:50:00,2023,7,9,69,2
Barred Owl,Vancouver,24-06-2023 11:10,"A medium-sized owl with a brown plumage, a barred chest, and a distinctive hooting call",Unknown,Brown and Barred,2023-06-24 11:10:00,2023,6,11,87,2
Ring-necked Pheasant,Denver,02-07-2023 14:25,"A large gamebird with a colorful plumage, including copper, green, and brown",Male,"Copper, Green, and Brown",2023-07-02 14:25:00,2023,7,14,76,3
Snowy Egret,New Orleans,29-06-2023 16:15,"A medium-sized heron with a white plumage, a slender black bill, and distinctive yellow feet",Unknown,"White, Black, and Yellow",2023-06-29 16:15:00,2023,6,16,92,3
Bohemian Waxwing,Calgary,07-07-2023 09:55,"A medium-sized bird with a gray-brown plumage, a black mask, and waxy red tips on its wings",Unknown,"Gray-brown, Black, and Red",2023-07-07 09:55:00,2023,7,9,91,3
Oriental Magpie-Robin,Delhi,25-06-2023 12:40,A medium-sized songbird with a black-and-white plumage and a melodious song,Unknown,Black and White,2023-06-25 12:40:00,2023,6,12,75,2
Lilac-breasted Roller,Nairobi,03-07-2023 15:05,"A colorful bird with a lilac plumage, a blue head, and a distinctive rolling flight pattern",Unknown,Lilac and Blue,2023-07-03 15:05:00,2023,7,15,91,2
Rufous-crowned Sparrow,Los Angeles,26-06-2023 16:30,"A small sparrow with a brown plumage, a rusty crown, and a distinctive buzzing trill",Unknown,Brown and Rusty,2023-06-26 16:30:00,2023,6,16,84,2
Eurasian Tree Sparrow,Amsterdam,04-07-2023 09:25,A small sparrow with a brown plumage and a black patch on its cheek,Unknown,Brown and Black,2023-07-04 09:25:00,2023,7,9,67,2
Yellow-throated Vireo,New York City,27-06-2023 11:40,"A small songbird with a yellow throat, a gray head, and a melodious song",Male,Yellow and Gray,2023-06-27 11:40:00,2023,6,11,72,2
Short-eared Owl,London,05-07-2023 13:30,"A medium-sized owl with a mottled brown plumage, a short ear tufts, and a distinctive ""barking"" call,Unknown,Brown",Unknown,Brown,2023-07-05 13:30:00,2023,7,13,114,1
Black-and-white Warbler,Chicago,23-06-2023 14:45,A small warbler with a black-and-white striped plumage,Male,Black and White,2023-06-23 14:45:00,2023,6,14,54,2
Laughing Kookaburra,Sydney,01-07-2023 16:55,"A medium-sized bird with a brownish-plumage, a white underbody, and a distinctive laughing call",Unknown,Brownish and White,2023-07-01 16:55:00,2023,7,16,95,2
White-breasted Nuthatch,Seattle,24-06-2023 09:55,"A small songbird with a blue-gray upper body, a white underbody, and a distinctive ""yank-yank"" call,Unknown,Blue-gray and White",Unknown,Blue-gray and White,2023-06-24 09:55:00,2023,6,9,127,2
Black-headed Grosbeak,Denver,02-07-2023 11:20,"A medium-sized songbird with a black head, a rusty-orange underbody, and a large bill",Male,Black and Rusty-orange,2023-07-02 11:20:00,2023,7,11,85,2
Rock Ptarmigan,Anchorage,25-06-2023 12:35,A medium-sized gamebird with a mottled gray-brown plumage and a distinctive white winter plumage,Male,Gray-brown and White,2023-06-25 12:35:00,2023,6,12,96,2
Northern Cardinal,Atlanta,03-07-2023 14:50,A medium-sized songbird with a red plumage and a distinctive crest,Male,Red,2023-07-03 14:50:00,2023,7,14,66,1
Gray-cheeked Thrush,New York City,26-06-2023 16:15,"A medium-sized thrush with a gray plumage, a rusty tail, and a melodious song",Unknown,Gray and Rusty,2023-06-26 16:15:00,2023,6,16,77,2
Wood Duck,Vancouver,04-07-2023 09:55,"A medium-sized duck with a colorful plumage, including iridescent green, a distinctive crested head, and a white eye patch",Male,"Green, White, and Colorful",2023-07-04 09:55:00,2023,7,9,122,3
Pileated Woodpecker,Seattle,27-06-2023 12:40,"A large woodpecker with a black plumage, a red crest, and a distinctive ""laughing"" call,Unknown,Black and Red",Unknown,Black and Red,2023-06-27 12:40:00,2023,6,12,109,2
Red-headed Woodpecker,Chicago,05-07-2023 14:05,A medium-sized woodpecker with a black-and-white plumage and a bright red head,Male,"Black, White, and Red",2023-07-05 14:05:00,2023,7,14,78,3
Green Heron,New Orleans,28-06-2023 09:45,"A small heron with a greenish-gray plumage, a chestnut neck, and a dagger-like bill",Unknown,Greenish-gray and Chestnut,2023-06-28 09:45:00,2023,6,9,83,2
Chestnut-sided Warbler,New York City,06-07-2023 11:10,"A small warbler with a yellow underbody, a chestnut-colored patch on its sides, and a gray head",Male,"Yellow, Chestnut, and Gray",2023-07-06 11:10:00,2023,7,11,95,3
Eurasian Golden Oriole,Amsterdam,29-06-2023 13:40,A medium-sized bird with a bright yellow plumage and a melodious flute-like song,Male,Yellow,2023-06-29 13:40:00,2023,6,13,80,1
Sooty Tern,Sydney,07-07-2023 15:05,"A medium-sized seabird with a black plumage, a white underbody, and a distinctive ""kerrr"" call,Unknown,Black and White",Unknown,Black and White,2023-07-07 15:05:00,2023,7,15,118,2
Black-chinned Hummingbird,Tucson,26-06-2023 09:55,"A small hummingbird with a green back, a black chin, and a metallic sheen",Male,"Green, Black, and Metallic",2023-06-26 09:55:00,2023,6,9,73,3
Alder Flycatcher,Seattle,08-07-2023 11:15,"A small songbird with a brownish-plumage, a distinctive ""fee-bee-o"" call, and a habit of perching in alder trees,Unknown,Brownish, and a habit of perching in alder trees",Unknown,Brownish,2023-07-08 11:15:00,2023,7,11,169,1
Red-bellied Pitta,Kuala Lumpur,23-06-2023 12:30,"A small bird with a colorful plumage, including red, green, and blue",Unknown,"Red, Green, and Blue",2023-06-23 12:30:00,2023,6,12,68,3
Mallard,Paris,01-07-2023 14:50,"A medium-sized dabbling duck with a colorful plumage, including iridescent green, a white neck ring, and a distinctive quacking call",Unknown,"Green, White, and Colorful",2023-07-01 14:50:00,2023,7,14,132,3
Belted Kingfisher,London,24-06-2023 16:15,"A medium-sized bird with a blue-gray plumage, a white underbody, and a distinctive rattling call",Unknown,Blue-gray and White,2023-06-24 16:15:00,2023,6,16,96,2
Eurasian Jackdaw,Edinburgh,02-07-2023 09:25,"A small bird with a black plumage, a gray nape, and a distinctive jack-like call",Unknown,Black and Gray,2023-07-02 09:25:00,2023,7,9,80,2
Hooded Merganser,Calgary,25-06-2023 11:40,A small diving duck with a black-and-white plumage and a distinctive fan-shaped crest,Male,Black and White,2023-06-25 11:40:00,2023,6,11,85,2
Black-billed Magpie,Denver,03-07-2023 13:45,A medium-sized bird with a black-and-white plumage and a long tail,Unknown,Black and White,2023-07-03 13:45:00,2023,7,13,66,2
Northern Shoveler,Anchorage,26-06-2023 15:05,"A medium-sized dabbling duck with a colorful plumage, including iridescent green, a distinctive shovel-shaped bill, and a blue forewing patch",Male,"Green, Blue, and Colorful",2023-06-26 15:05:00,2023,6,15,141,3
Hooded Oriole,Los Angeles,04-07-2023 09:55,"A medium-sized bird with a yellow plumage, a black hood, and a melodious song",Male,Yellow and Black,2023-07-04 09:55:00,2023,7,9,77,2
Gray Wagtail,Oslo,27-06-2023 12:20,"A small bird with a gray plumage, a yellow underbody, and a distinctive wagging tail",Unknown,Gray and Yellow,2023-06-27 12:20:00,2023,6,12,84,2
Ring-necked Duck,Vancouver,05-07-2023 14:35,A medium-sized diving duck with a black-and-white plumage and a distinctive chestnut-colored neck ring,Male,"Black, White, and Chestnut",2023-07-05 14:35:00,2023,7,14,102,3
Rufous-bellied Niltava,Kathmandu,28-06-2023 09:55,"A small bird with a brownish-plumage, a rusty underbody, and a vibrant blue crown",Male,"Brownish, Rusty, and Blue",2023-06-28 09:55:00,2023,6,9,81,3
American Pipit,Seattle,06-07-2023 11:10,"A small songbird with a brownish-plumage, a white underbody, and a habit of bobbing its tail",Unknown,Brownish and White,2023-07-06 11:10:00,2023,7,11,92,2
Red-breasted Merganser,London,29-06-2023 13:30,"A medium-sized diving duck with a brownish-plumage, a red head, and a long, thin bill",Unknown,Brownish and Red,2023-06-29 13:30:00,2023,6,13,85,2
Bank Swallow,Chicago,07-07-2023 15:45,"A small bird with a brownish-plumage, a white underbody, and a habit of nesting in sandy riverbanks",Unknown,Brownish and White,2023-07-07 15:45:00,2023,7,15,99,2
Eurasian Bullfinch,Paris,26-06-2023 09:55,"A small finch with a colorful plumage, including gray, pink, and black",Male,"Gray, Pink, and Black",2023-06-26 09:55:00,2023,6,9,70,3
Brewer's Blackbird,Seattle,01-07-2023 12:40,A medium-sized blackbird with a black plumage and a distinctive bright yellow eye,Male,Black and Yellow,2023-07-01 12:40:00,2023,7,12,81,2
Cactus Wren,Tucson,08-07-2023 14:10,"A medium-sized wren with a brown plumage, a white eyebrow stripe, and a loud, rattling song",Unknown,Brown and White,2023-07-08 14:10:00,2023,7,14,91,2
Blackpoll Warbler,New York City,27-06-2023 16:35,"A small warbler with a black cap, a white underbody, and a gray back",Male,"Black, White, and Gray",2023-06-27 16:35:00,2023,6,16,68,3
Gray Partridge,London,02-07-2023 09:55,A medium-sized gamebird with a grayish-brown plumage and a distinctive face pattern,Unknown,Grayish-brown,2023-07-02 09:55:00,2023,7,9,83,1
American White Pelican,Denver,28-06-2023 11:20,"A large waterbird with a white plumage, a long bill, and a distinctive throat pouch",Unknown,White,2023-06-28 11:20:00,2023,6,11,83,1
Black Skimmer,New Orleans,03-07-2023 14:35,"A medium-sized seabird with a black upper body, a white underbody, and a distinctive elongated lower bill",Unknown,Black and White,2023-07-03 14:35:00,2023,7,14,105,2
African Grey Hornbill,Nairobi,29-06-2023 16:55,"A medium-sized bird with a gray plumage, a large curved bill, and a distinctive red casque on top of its bill",Unknown,Gray and Red,2023-06-29 16:55:00,2023,6,16,109,2
White-tailed Ptarmigan,Yellowknife,04-07-2023 09:50,"A medium-sized gamebird with a mottled gray-brown plumage, a white winter plumage, and a distinctive white tail",Male,Gray-brown and White,2023-07-04 09:50:00,2023,7,9,111,2
Lark Bunting,Denver,30-06-2023 12:30,A medium-sized bunting with a black-and-white plumage and a melodious song,Male,Black and White,2023-06-30 12:30:00,2023,6,12,74,2
Purple Finch,Calgary,05-07-2023 14:50,"A medium-sized finch with a colorful plumage, including purple, red, and brown",Male,"Purple, Red, and Brown",2023-07-05 14:50:00,2023,7,14,78,3
Common Grackle,New York City,01-07-2023 09:55,A medium-sized blackbird with a black plumage and a distinctive keel-shaped tail,Male,Black,2023-07-01 09:55:00,2023,7,9,80,1
Cape May Warbler,Toronto,06-07-2023 13:45,"A small warbler with a yellow underbody, a chestnut cheek patch, and distinctive dark streaks on its breast",Male,"Yellow, Chestnut, and Dark",2023-07-06 13:45:00,2023,7,13,107,3
Eurasian Spoonbill,Amsterdam,27-06-2023 16:55,"A large wading bird with a white plumage, a distinctive spoon-shaped bill, and a habit of sweeping its bill from side to side while feeding",Unknown,White,2023-06-27 16:55:00,2023,6,16,139,1
